id,timestamp,open,high,low,close,volume,hold,ticker,param_period,insert_time,update_time,interface_id,fetch_time,logret,vol_10,vol_20,vol_60,sma_5,sma_10,sma_20,sma_60,ema_5,ema_10,ema_20,ema_60,rsi_14,macd,macd_sig,macd_hist,bb_mid,bb_up,bb_dn,bb_pct,pvol,v_ma_5,v_z_5,v_ma_10,v_z_10,v_ma_20,v_z_20,v_ma_60,v_z_60,ret_lag_1,ret_lag_2,ret_lag_3,ret_lag_5,ret_lag_10,fwd_close,y_reg,y_cls,sample_weight
3070,2025-10-13 09:01:00,798.0,802.0,795.5,797.5,15020,478274,I0,1,2025-10-13 08:00:05,2025-10-13 08:00:05,futures_zh_minute_sina,2025-10-13 08:00:04,-0.0056267732075152566,0.0017875414665574705,0.0013367726793848443,0.0008894136692516188,801.9,802.6,802.85,802.2916666666666,801.0494135493773,801.9947458414142,802.4170602944732,802.2073925477802,9.92130168936987,-3.4601883801060467,-0.8897573725903172,-2.5704310075157295,5491.15,5507.206151469226,5475.093848530773,-0.5323146260651386,6.444514382851152e-07,3284.6,3.5728551421786507,1646.9,8.120165158783164,845.7,16.76043514248549,308.6166666666667,47.66879084084879,-0.0012461060802468893,-0.0006224712308053881,0.0,0.0,0.0006224712308053881,792.0,-0.006920442844573493,0,1.0
3071,2025-10-13 09:02:00,797.0,798.0,797.0,798.0,3176,477983,I0,1,2025-10-13 08:00:05,2025-10-13 08:00:05,futures_zh_minute_sina,2025-10-13 08:00:04,0.0006267627908096429,0.0018272885270602395,0.0013525068196563327,0.0008894618218211037,800.8,802.05,802.6,802.2166666666667,800.0329423662516,801.2684284157025,801.9963878854758,802.0694452511316,16.911941444799638,-5.707733188754901,-1.853352535823234,-3.854380652931667,5489.2,5511.8980175346405,5466.501982465359,-0.2533697590065968,6.735548571605365e-07,3917.6,-0.18929957116601995,1964.3,0.6168609682838668,1002.8,2.1671320303151154,358.48333333333335,7.8595471663024545,-0.0056267732075152566,-0.0012461060802468893,-0.0006224712308053881,0.0006224712308053881,0.0,792.5,-0.006916091698373705,0,1.0
3072,2025-10-13 09:03:00,798.0,798.0,797.0,797.0,2379,477993,I0,1,2025-10-13 08:00:05,2025-10-13 08:00:05,futures_zh_minute_sina,2025-10-13 08:00:04,-0.0012539186595939,0.0018179170312061716,0.001366260810603007,0.0008994954257612994,799.5,801.4,802.3,802.1333333333333,799.0219615775011,800.4923505219383,801.5205414201924,801.9032339314224,14.343208103733545,-7.164268486828405,-2.9155357260242685,-4.2487327608041365,5487.45,5513.986766947068,5460.913233052932,-0.0548905045355145,6.826466857007067e-07,4369.4,-0.4555316519430584,2201.4,0.08067593349686555,1121.05,1.122117657553186,398.05,4.976636100992325,0.0006267627908096429,-0.0056267732075152566,-0.0012461060802468893,0.0,0.0,792.5,-0.005662173038779805,0,1.0
3073,2025-10-13 09:04:00,797.5,797.5,796.0,796.0,2968,478212,I0,1,2025-10-13 08:00:05,2025-10-13 08:00:05,futures_zh_minute_sina,2025-10-13 08:00:04,-0.0012554929458321595,0.0017988418304909616,0.0013769250397387385,0.0009115519943928562,798.1,800.65,801.95,802.0333333333333,798.0146410516675,799.6755595179495,800.9947755706504,801.7096852779331,12.204324255023707,-8.303556615096568,-3.9931399038387285,-4.310416711257839,5485.65,5515.302549371237,5455.997450628763,0.016904943967647877,6.875024012089373e-07,4952.4,-0.4006946127130279,2496.3,0.18895966029723976,1257.35,1.3605201415675818,447.48333333333335,5.632649260680086,-0.0012539186595939,0.0006267627908096429,-0.0056267732075152566,-0.0006224712308053881,0.0,792.5,-0.004406680092947646,0,1.0
3074,2025-10-13 09:05:00,796.0,796.5,795.0,795.5,2802,477852,I0,1,2025-10-13 08:00:05,2025-10-13 08:00:05,futures_zh_minute_sina,2025-10-13 08:00:04,-0.0006283380665417226,0.0017987285137161895,0.001354456411424614,0.0009084506260642405,796.8,799.9,801.55,801.9166666666666,797.1764273677784,798.9163668783223,800.4714636115409,801.5060890393123,11.237538986961965,-8.941989688639296,-4.982909860798842,-3.959079827840454,5483.9,5515.542077249049,5452.2579227509505,0.10653657779771761,7.0203619561397e-07,5269.0,-0.468210286581894,2775.4,0.009584204078691323,1395.55,1.007810540647056,491.25,4.70381679389312,-0.0012554929458321595,-0.0012539186595939,0.0006267627908096429,-0.0012461060802468893,-0.0006224712308053881,792.5,-0.003778342026405923,0,1.0
3075,2025-10-13 09:06:00,795.5,795.5,793.0,793.0,5198,478177,I0,1,2025-10-13 08:00:05,2025-10-13 08:00:05,futures_zh_minute_sina,2025-10-13 08:00:04,-0.003147626142993687,0.0018893924126796528,0.0014711084817827691,0.0009873340396401727,795.9,798.9,801.025,801.7583333333333,795.7842849118524,797.8406638095364,799.759895648537,801.2272008740889,7.712692464237577,-9.579599764051636,-5.902247841449402,-3.6773519226022344,5482.05,5515.713817840262,5448.386182159738,0.11308607176390148,7.311287270284805e-07,3304.6,0.5729589057677176,3294.6,0.5777332604868571,1654.35,2.142019524284461,576.3166666666667,8.019347002515962,-0.0006283380665417226,-0.0012554929458321595,-0.0012539186595939,-0.0056267732075152566,0.0,792.5,-0.0006307158834122362,0,1.0
3076,2025-10-13 09:07:00,793.0,794.5,792.5,794.5,3474,478480,I0,1,2025-10-13 08:00:05,2025-10-13 08:00:05,futures_zh_minute_sina,2025-10-13 08:00:04,0.001889764341923339,0.0020636425085939145,0.0015776698525275363,0.0010217130133560583,795.2,798.0,800.6,801.6333333333333,795.356189941235,797.2332703896207,799.2589532058192,801.006636911004,24.177798987618942,-9.969982589357642,-6.715794791031049,-3.2541877983265923,5480.15,5515.233509396616,5445.0664906033835,0.15582120467217142,7.341921778228207e-07,3364.2,0.03263777421080796,3640.9,-0.0458403142080255,1825.5,0.9030402629416594,633.7,4.48208931671137,-0.003147626142993687,-0.0006283380665417226,-0.0012554929458321595,0.0006267627908096429,0.0006224712308053881,793.0,-0.001889764341923339,0,1.0
3077,2025-10-13 09:08:00,794.0,795.0,793.5,795.0,1766,477841,I0,1,2025-10-13 08:00:05,2025-10-13 08:00:05,futures_zh_minute_sina,2025-10-13 08:00:04,0.0006291286775610416,0.0021108484966560243,0.001595013866969362,0.0010265640631435678,794.8,797.15,800.2,801.5166666666667,795.2374599608235,796.8272212278714,798.8533386147888,800.8096979958891,29.046604269139635,-10.082447964290623,-7.389125425682964,-2.6933225386076582,5478.25,5514.055762547146,5442.444237452854,0.20326005524920418,7.48731735393381e-07,3241.6,-0.4552073050345507,3805.5,-0.5359348311654183,1912.4,-0.07655302238025519,663.05,1.6634492119749618,0.001889764341923339,-0.003147626142993687,-0.0006283380665417226,-0.0012539186595939,0.0,792.5,-0.0031496089028966168,0,1.0
3078,2025-10-13 09:09:00,794.5,795.0,794.5,794.5,934,477785,I0,1,2025-10-13 08:00:05,2025-10-13 08:00:05,futures_zh_minute_sina,2025-10-13 08:00:04,-0.0006291286775610416,0.002110694986305968,0.001595039770356501,0.0010266076142314891,794.5,796.3,799.8,801.4,794.9916399738825,796.4040900955312,798.4387349371898,800.6028226517616,27.042927643752876,-9.975890090358007,-7.906478358617973,-2.0694117317400336,5476.45,5512.5403836149935,5440.359616385006,0.2443917443934423,7.535856697588082e-07,2834.8,-0.6705234937208973,3893.6,-0.7601191699198683,1958.6,-0.5231287654447051,678.3666666666667,0.3768365190899704,0.0006291286775610416,0.001889764341923339,-0.003147626142993687,-0.0012554929458321595,-0.0006224712308053881,792.5,-0.002520480225335575,0,1.0
3079,2025-10-13 09:10:00,794.5,795.0,794.0,794.5,891,478023,I0,1,2025-10-13 08:00:05,2025-10-13 08:00:05,futures_zh_minute_sina,2025-10-13 08:00:04,0.0,0.002135399674090466,0.0015779316970248682,0.0010248442274379812,794.3,795.55,799.375,801.2916666666666,794.8277599825883,796.0578918963437,798.063617324124,800.4027301058021,27.04292764374857,-9.459630900349111,-8.217108866964201,-1.24252203338491,5474.8,5510.332638813582,5439.267361186418,0.31988390916933673,7.808541797128243e-07,2452.6,-0.6367120606703088,3860.8,-0.7692188147534188,2002.95,-0.555156144686587,692.9166666666666,0.2858689116055318,-0.0006291286775610416,0.0006291286775610416,0.001889764341923339,-0.0006283380665417226,-0.0012461060802468893,793.0,-0.001889764341923339,0,1.0
